fecha,total,peaje,archivo,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,dayofweek,day,month
2022-01-25,18992.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,1.0,25.0,1.0
2022-01-26,19215.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,2.0,26.0,1.0
2022-01-27,18895.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,3.0,27.0,1.0
2022-01-28,19164.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,4.0,28.0,1.0
2022-01-29,19132.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,5.0,29.0,1.0
2022-01-30,12544.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,6.0,30.0,1.0
2022-01-31,19413.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,0.0,31.0,1.0
2022-02-01,19814.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,1.0,1.0,2.0
2022-02-02,19894.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,2.0,2.0,2.0
2022-02-03,19696.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,3.0,3.0,2.0
